0.577920642, 113.6794815
0.556361463, 114.4588547
0.541864599, 113.9642792
0.538671168, 113.4554062
0.464863183, 114.1653824
0.52947624, 114.2830276
0.590302721, 113.5743179
0.561972433, 113.6637421
0.469898794, 114.6548767
0.553360818, 115.1516876
0.534335068, 114.4829865
0.596485779, 112.3207169
0.522715296, 113.7081528
0.593740653, 113.5419235
0.459393695, 114.609726
0.555473296, 114.7761612
0.495915531, 114.7007446
0.56765021, 114.0988388
0.51902608, 113.6921921
0.579130043, 113.3289185
0.532781913, 112.9017563
0.578867827, 114.0135803
0.502163472, 114.213707
0.526551763, 114.5334015
0.577032599, 113.2930679
0.541009261, 113.8985291
0.571882343, 115.0571976
0.516511479, 115.3854065
0.590466275, 113.5389709
0.510416134, 113.1122742
0.509848288, 113.5107803
0.597855515, 113.2845917
