0.537851236, 119.7390137
0.466145598, 120.1118851
0.523385149, 120.240448
0.518386822, 120.265274
0.54984563, 120.6116028
0.50868611, 119.587677
0.551409621, 119.5041351
0.546462428, 121.2079697
0.482128953, 120.0801315
0.528139697, 119.4927979
0.555803187, 120.1785583
0.475446182, 120.8368607
0.509020164, 119.907959
0.534173337, 119.1762772
0.556066985, 120.0313568
0.459191183, 120.3313904
0.518872237, 120.3302612
0.478939905, 120.0860825
0.489671949, 119.3505936
0.514722014, 118.6852875
0.478398993, 120.1699677
0.549495752, 120.0038071
0.531814144, 119.857132
0.46410913, 120.5115967
0.497912069, 119.8875656
0.479576626, 119.4747467
0.460136629, 119.6724167
0.499339587, 120.0105362
0.53935725, 118.7152481
0.52860454, 119.1113434
0.536138796, 119.8560486
0.5162242, 119.3952408
